x,y,cluster_id
0.259252,-0.345520,2
0.120757,-0.982249,1
0.309763,-0.486606,2
0.366627,-0.911491,1
0.439505,-0.938181,1
0.437325,-0.357876,2
0.292794,-0.947624,1
0.417077,-0.143349,2
0.365907,-0.293629,2
0.093720,-0.560312,2
0.277301,-0.352985,2
0.482389,-0.322830,2
0.343524,-1.039048,1
0.422682,-0.951185,1
0.459086,-0.858775,1
0.505303,-0.275458,2
0.050178,-0.931962,1
0.167957,-0.476363,2
0.503088,-0.305646,2
0.931160,-0.265126,1
0.357997,-0.239451,2
0.831948,-0.570838,1
0.872604,-0.308513,1
0.922256,-0.276387,1
0.582320,-0.112435,2
0.512147,-0.065955,2
0.505852,-0.165576,2
0.358056,-0.281716,2
1.053165,-0.327646,1
0.326577,-0.909083,1
0.465983,-0.105230,2
0.501360,-0.220899,2
0.328306,-0.961244,1
0.442259,-0.038892,2
0.496784,-0.008248,2
0.873814,-0.452049,1
0.729168,-0.701520,1
0.159285,-0.496378,2
0.537657,-0.020237,2
0.050960,-0.994481,1
0.048425,-0.516727,2
0.519313,-0.144073,2
0.384206,-0.974466,1
1.016181,-0.092283,1
1.015263,-0.133318,1
0.758367,-0.707217,1
0.673240,-0.685317,1
0.165098,-0.903801,1
0.026117,-0.497955,2
-0.009884,-1.032585,1
0.496324,-0.836656,1
0.757401,-0.673801,1
0.072061,-0.959572,1
0.569272,-0.166879,2
0.214450,-0.444861,2
0.403967,-0.280221,2
0.037623,-0.976322,1
0.447832,-0.180967,2
0.388211,-0.971139,1
0.129744,-0.355827,2
0.856044,-0.472042,1
0.821970,-0.408446,1
0.377473,-0.417835,2
0.899947,-0.392310,1
0.887925,-0.606275,1
0.718431,-0.772417,1
-0.011329,-0.602873,2
1.016623,-0.015337,1
0.239750,-0.525377,2
0.184054,-1.083119,1
0.822678,-0.540675,1
0.466084,-0.176321,2
0.192623,-1.009674,1
0.292550,-0.442873,2
0.355130,-0.437736,2
0.071956,-0.435065,2
0.544106,-0.161656,2
0.265177,-0.438707,2
0.538146,-0.045137,2
0.671600,-0.863847,1
0.454069,-1.036473,1
0.828853,-0.540120,1
0.393006,-0.281887,2
0.474632,-0.085029,2
0.393726,-0.325918,2
0.007604,-1.067045,1
0.462562,-0.015352,2
0.071387,-0.395114,2
0.511223,-0.037703,2
0.231519,-0.399940,2
0.288072,-0.471736,2
0.343400,-0.487125,2
0.623183,-0.804266,1
0.859572,-0.514854,1
0.204647,-0.427580,2
0.103406,-0.499897,2
0.133006,-0.486375,2
0.996662,-0.418755,1
0.465885,-0.796356,1
0.250741,-0.384472,2
0.188942,-1.003392,1
0.364725,-0.878891,1
0.376492,-0.345319,2
0.556439,-0.861044,1
0.584363,-0.812313,1
0.178396,-0.330978,2
0.057807,-0.518004,2
0.485742,-0.262268,2
0.419645,-0.373129,2
0.381207,-0.293419,2
0.457665,-0.258443,2
0.974804,-0.154826,1
0.444884,-0.089030,2
0.130505,-0.514333,2
0.504751,-0.056026,2
0.202668,-0.845894,1
0.646578,-0.855407,1
0.014647,-1.021630,1
0.762433,-0.555595,1
0.349559,-0.387023,2
0.201317,-0.484978,2
0.975327,-0.155103,1
0.476070,-0.954452,1
0.036999,-0.534682,2
0.374160,-0.095435,2
0.510570,-0.269748,2
1.021185,-0.065865,1
0.788946,-0.503608,1
0.764112,-0.787899,1
0.497646,-0.141707,2
0.164615,-0.482063,2
0.185997,-0.522229,2
0.311683,-0.464054,2
0.947917,-0.415820,1
0.202188,-0.428474,2
0.530433,-0.088393,2
0.497570,-0.045969,2
0.155118,-1.048479,1
0.320823,-0.946522,1
0.347636,-0.352455,2
0.586306,-0.885832,1
0.192533,-0.554516,2
0.574142,-0.750507,1
1.024403,-0.104919,1
0.985132,-0.153410,1
0.299075,-0.951479,1
0.437664,-0.157743,2
0.975757,-0.364698,1
0.768918,-0.472911,1
0.222386,-1.085815,1
0.492176,-0.876837,1
0.431838,-0.200646,2
0.888969,-0.345654,1
0.446757,-0.290608,2
0.807480,-0.557501,1
0.859497,-0.476975,1
0.716907,-0.688402,1
0.222941,-0.985026,1
0.003043,-0.536364,2
0.620284,-0.830142,1
0.966516,-0.015092,1
0.344637,-0.223938,2
0.515478,-0.061773,2
0.508386,-0.081324,2
0.554504,-0.753328,1
0.538329,-0.077640,2
0.965397,-0.401130,1
0.454095,-0.244410,2
0.520154,-0.192206,2
0.182584,-0.603007,2
1.030975,-0.299480,1
0.305091,-0.327717,2
0.473204,-0.200524,2
0.391075,-0.320986,2
0.593660,-0.212894,2
0.524041,-0.875538,1
0.931370,-0.369083,1
0.527677,-0.904907,1
0.495737,-0.103391,2
0.167015,-0.984134,1
0.456997,-0.896228,1
0.158471,-0.543358,2
0.453833,-0.793245,1
0.255829,-0.929203,1
0.970748,-0.047337,1
0.234648,-0.467844,2
0.416950,-0.861707,1
0.542913,-0.806574,1
0.804598,-0.585095,1
0.056254,-0.435912,2
0.313868,-0.366057,2
0.270049,-0.951636,1
0.192619,-0.936877,1
0.006044,-0.463896,2
0.917120,-0.168025,1
0.090259,-0.511801,2
0.569599,-0.063958,2
0.534393,-0.868782,1
0.763749,-0.504604,1
0.509534,-0.234600,2
0.815111,-0.676100,1
0.515493,-0.333204,2
1.075974,-0.247005,1
0.108598,-0.510086,2
0.319002,-0.361506,2
0.420467,-0.908804,1
0.195281,-0.496370,2
0.257121,-0.939758,1
1.015678,-0.050667,1
0.987520,-0.248208,1
0.574056,-0.112804,2
0.174376,-0.303744,2
0.240261,-0.970883,1
0.021614,-0.528823,2
0.963872,-0.011435,1
0.434343,-0.186623,2
0.410998,-0.930251,1
0.450886,-0.196002,2
0.839828,-0.478664,1
0.996498,-0.234844,1
0.778205,-0.688643,1
0.918475,-0.063166,1
0.863748,-0.560714,1
0.938664,-0.446677,1
1.001374,-0.115970,1
0.378373,-0.401307,2
0.450829,-0.156271,2
0.023548,-0.467126,2
0.960439,-0.473814,1
0.768419,-0.710255,1
0.116081,-1.007435,1
0.468879,-0.823781,1
0.153005,-0.998005,1
0.802804,-0.579428,1
0.097236,-0.613489,2
0.390308,-0.353297,2
0.684730,-0.570277,1
0.675388,-0.849383,1
-0.002654,-0.482890,2
0.340838,-0.414647,2
0.491392,-0.912808,1
0.511150,-0.221744,2
0.794207,-0.605553,1
0.609162,-0.898527,1
0.020003,-0.470499,2
0.338154,-0.271896,2
0.709068,-0.726897,1
0.380590,-0.361358,2
0.910429,-0.265452,1
0.434704,-0.215821,2
1.027363,-0.022144,1
0.020032,-0.447635,2
0.260212,-0.361220,2
0.292967,-0.488886,2
0.293612,-0.270644,2
0.772587,-0.558848,1
0.126024,-0.933256,1
1.016253,-0.080374,1
0.402927,-0.310638,2
0.469494,-0.124418,2
0.455689,-0.821127,1
0.429051,-0.214304,2
0.689631,-0.744842,1
0.511255,-0.158166,2
0.762151,-0.704955,1
0.117079,-0.455398,2
0.418020,-0.879446,1
0.821713,-0.353098,1
0.176248,-0.524934,2
0.415320,-0.103309,2
0.259032,-0.348044,2
0.384913,-0.426973,2
0.089828,-0.451181,2
0.179239,-0.499296,2
0.519138,-0.879462,1
0.790083,-0.696129,1
0.025418,-0.495074,2
0.774476,-0.652926,1
0.959399,-0.036205,1
0.214871,-0.964425,1
0.915097,-0.504006,1
0.417189,-0.076970,2
0.265975,-0.414413,2
0.095213,-0.395233,2
0.414513,-0.223558,2
0.425513,-0.858891,1
0.025731,-0.548049,2
0.434074,-0.255310,2
0.219753,-0.448421,2
0.276840,-0.991501,1
0.295768,-0.450377,2
-0.000360,-0.453383,2
0.084850,-1.056470,1
0.582731,-0.889962,1
0.507322,-0.878231,1
0.384635,-0.875149,1
1.006174,-0.239116,1
0.173859,-0.917355,1
0.303306,-0.984300,1
0.088491,-0.463558,2
0.130882,-0.894981,1
0.527789,-0.118010,2
0.644192,-0.130921,-1
0.053948,-0.954322,1
0.356945,-0.401224,2
0.555728,-0.072122,2
0.967576,-0.235416,1
0.325731,-0.966149,1
0.873809,-0.525920,1
0.379751,-0.931953,1
1.037201,-0.107535,1
0.122991,-0.477092,2
0.492959,-0.050525,2
0.505527,-0.144658,2
0.162720,-0.428723,2
0.023228,-0.974995,1
0.038934,-0.942793,1
0.893403,-0.410991,1
0.503775,-0.894335,1
0.095966,-0.509973,2
0.608489,-0.730631,1
0.928278,-0.458624,1
0.221266,-0.438402,2
0.305033,-1.008361,1
0.466851,-0.177740,2
0.945249,-0.249598,1
0.831745,-0.658186,1
0.687107,-0.610371,1
0.559086,-0.106093,2
0.894667,-0.347746,1
0.075248,-0.473215,2
1.072303,-0.030127,1
0.516252,-0.760825,1
0.050331,-0.547493,2
0.370142,-0.092599,2
0.489218,-0.242898,2
1.036702,-0.023200,1
-0.014996,-0.520821,2
0.649046,-0.714858,1
0.369202,-0.288323,2
0.488452,-0.135394,2
0.791071,-0.485217,1
0.474621,-0.299092,2
0.796178,-0.654662,1
0.346298,-0.418753,2
0.561586,-0.930127,1
0.107197,-0.422069,2
0.267244,-0.991950,1
0.352184,-0.309784,2
0.334882,-0.375965,2
0.337938,-0.345512,2
0.416198,-0.143423,2
0.644419,-0.608985,1
0.047623,-0.587473,2
0.662740,-0.803446,1
0.469351,-0.849579,1
0.596051,-0.765178,1
0.663702,-0.757054,1
0.294829,-0.367837,2
0.801737,-0.486047,1
0.071712,-0.954023,1
0.160909,-0.415619,2
0.119132,-0.423849,2
0.451590,-0.323893,2
1.052503,-0.103361,1
-0.003102,-0.551369,2
0.261278,-0.946336,1
0.400744,-0.343374,2
0.078567,-0.559863,2
0.313351,-0.502429,2
0.270569,-0.426080,2
0.134615,-0.978996,1
0.096634,-0.529588,2
0.868933,-0.636596,1
0.611665,-0.779304,1
0.082457,-0.982157,1
0.928188,-0.009982,1
0.746604,-0.689640,1
1.022594,-0.009271,1
0.349590,-0.248945,2
0.459574,-0.302506,2
0.302407,-0.303158,2
0.369277,-0.343680,2
0.417465,-0.441755,2
0.214768,-0.431386,2
0.470806,-0.153519,2
0.899495,-0.313948,1
0.013877,-0.541560,2
0.949579,-0.200348,1
0.925207,-0.217745,1
0.190984,-0.958300,1
0.219084,-0.341761,2
0.467925,-0.305101,2
0.308825,-0.946385,1
0.470784,-0.806047,1
0.441916,-0.398898,2
0.450167,-0.369746,2
0.334933,-0.412227,2
0.680351,-0.726086,1
0.661337,-0.757820,1
0.176792,-0.982158,1
0.454255,-0.351434,2
0.440105,-0.314104,2
0.917094,-0.515571,1
0.824886,-0.623125,1
0.290055,-0.390025,2
0.025535,-0.521962,2
0.139383,-0.456012,2
0.390046,-0.220649,2
0.968283,-0.200203,1
0.925320,-0.182692,1
0.307576,-0.261134,2
0.335958,-0.950160,1
0.381126,-0.440574,2
0.218809,-0.449569,2
0.941346,-0.007202,1
0.374977,-0.913657,1
0.243912,-0.387521,2
0.123809,-0.919584,1
0.511288,-0.041768,2
0.764061,-0.588221,1
0.011978,-0.449514,2
0.828918,-0.579455,1
0.943170,-0.056839,1
0.904204,-0.495869,1
0.370406,-0.308586,2
0.481659,-0.098506,2
0.755037,-0.727914,1
0.332972,-0.379600,2
0.027949,-1.001271,1
0.437147,-0.104076,2
0.762634,-0.624903,1
0.871786,-0.374373,1
0.878173,-0.340237,1
0.267064,-0.439664,2
0.213265,-0.432904,2
0.307180,-0.423269,2
0.014590,-0.569242,2
0.330381,-0.357700,2
0.699786,-0.680133,1
0.782498,-0.564036,1
0.198169,-0.979811,1
0.961573,-0.267223,1
0.832844,-0.548221,1
0.796766,-0.574997,1
0.771192,-0.680176,1
1.002026,-0.336478,1
0.109636,-1.002084,1
0.449491,-0.967239,1
0.405319,-0.359899,2
0.921900,-0.507747,1
0.713179,-0.721513,1
0.111058,-0.470242,2
1.028517,-0.177297,1
1.002976,-0.244134,1
0.328709,-1.013752,1
0.095710,-0.970526,1
0.102212,-0.494617,2
0.263088,-0.408428,2
1.066614,-0.181048,1
0.370594,-0.400509,2
0.972782,-0.032118,1
0.489607,-0.134726,2
0.495088,-0.865022,1
0.921403,-0.600751,1
0.923610,-0.139604,1
0.300712,-0.308304,2
0.503761,-0.768634,1
0.963669,-0.167062,1
0.475260,-0.953331,1
1.077494,-0.044055,1
0.723142,-0.636890,1
0.000714,-0.569605,2
0.419140,-0.349819,2
0.502979,-0.133809,2
0.455808,-0.266341,2
0.662879,-0.706915,1
0.943354,-0.328971,1
0.336269,-0.946756,1
0.288412,-0.471763,2
0.212260,-0.984185,1
0.356442,-0.239364,2
0.326308,-0.921318,1
0.193534,-0.489896,2
0.506501,-0.021359,2
0.212867,-0.498876,2
0.254137,-0.544559,2
0.104905,-1.002049,1
0.558436,-0.110848,2
1.002575,-0.071229,1
0.144750,-0.473581,2
0.990832,-0.023091,1
0.471707,-0.205574,2
0.432200,-0.107966,2
0.032137,-0.502696,2
0.967626,-0.281778,1
0.851426,-0.562552,1
0.372111,-1.015984,1
0.007237,-1.005015,1
1.081439,-0.213396,1
0.376654,-0.351340,2
0.343754,-0.874313,1
0.348830,-0.927245,1
0.533878,-0.757412,1
0.444993,-0.876765,1
0.978728,-0.156596,1
0.309963,-0.260425,2
0.752856,-0.624178,1
0.440701,-0.922961,1
0.982637,-0.076823,1
0.188882,-0.503985,2
0.628075,-0.792637,1
0.552248,-0.021574,2
0.846108,-0.349398,1
0.627006,-0.653229,1
0.515381,-0.892142,1
0.922237,-0.118395,1
0.289922,-0.383629,2
0.946184,-0.065703,1
0.218663,-0.980065,1
0.416885,-0.156092,2
0.323498,-0.867325,1
0.233343,-0.410694,2
0.288366,-0.492822,2
0.600288,-0.819716,1
0.432322,-0.256194,2
0.028626,-1.013777,1
0.637968,-0.716512,1
0.715958,-0.615308,1
0.149055,-0.527918,2
0.962647,-0.360260,1
0.408685,-0.275279,2
0.471406,-0.363124,2
1.043151,-0.075848,1
0.432074,-0.338451,2
0.432327,-0.348161,2
0.142148,-0.484095,2
0.561049,-0.932418,1
0.576414,-0.850111,1
0.441214,-0.938570,1
0.257546,-1.055680,1
0.166795,-0.969986,1
0.591432,-0.815843,1
0.494277,-0.877352,1
0.461694,-0.272145,2
0.206017,-0.489162,2
0.294065,-0.326843,2
0.571770,-0.263142,2
0.236234,-0.915501,1
0.407796,-0.362381,2
1.022266,-0.111960,1
0.382077,-0.397721,2
0.427664,-0.311621,2
0.513414,-0.013877,2
0.057407,-1.060696,1
0.371879,-0.908066,1
0.422786,-0.873634,1
0.413215,-0.268209,2
0.516309,-0.038728,2
0.322731,-0.890048,1
0.562436,-0.768755,1
0.528990,-0.894608,1
0.548969,-0.124173,2
0.778077,-0.631800,1
0.282491,-0.489183,2
0.321409,-0.973374,1
0.238666,-0.376797,2
0.634945,-0.663795,1
0.785532,-0.522057,1
0.452065,-0.092562,2
0.463738,-0.123904,2
0.521600,-0.043562,2
0.310848,-0.433672,2
0.746604,-0.706255,1
0.469218,-0.146664,2
0.985553,-0.088858,1
0.164096,-0.435782,2
0.400157,-0.343624,2
0.382910,-0.342245,2
0.359754,-0.214068,2
0.974726,-0.415621,1
0.657568,-0.683592,1
0.926578,-0.402585,1
0.512340,-0.187348,2
0.800756,-0.656257,1
0.005623,-1.022699,1
0.360369,-0.272524,2
0.272556,-0.440225,2
0.177748,-0.432765,2
0.099364,-1.004544,1
-0.010003,-0.478607,2
0.494197,-0.188582,2
0.341903,-1.016518,1
0.494224,-0.289513,2
0.183766,-0.981903,1
0.483450,-0.041702,2
0.129381,-0.966810,1
-0.003921,-0.553412,2
0.410328,-1.011584,1
1.023579,-0.255318,1
0.540535,-0.101236,2
0.869274,-0.524847,1
0.723889,-0.712276,1
1.001713,-0.052423,1
1.036456,-0.120366,1
0.426997,-0.178082,2
0.164669,-0.566239,2
0.438251,-0.459923,2
0.664997,-0.812773,1
0.345115,-0.932513,1
0.975066,-0.470976,1
0.298299,-0.353694,2
0.266782,-0.943941,1
0.799794,-0.647567,1
0.189384,-0.986008,1
0.320564,-0.321359,2
0.453223,-0.307041,2
-0.006857,-0.518729,2
0.843390,-0.381742,1
0.068152,-0.538050,2
0.207531,-0.522140,2
0.483830,-0.228848,2
0.524557,-0.174076,2
0.373765,-0.376400,2
0.875295,-0.178403,1
0.312083,-0.400391,2
0.133508,-1.032322,1
0.300117,-0.446007,2
0.020141,-1.084203,1
0.822072,-0.518046,1
0.012123,-0.933066,1
0.417424,-0.076936,2
0.417669,-0.165019,2
0.021149,-0.967827,1
0.468337,-0.038430,2
0.526340,-0.145389,2
0.909542,-0.411240,1
0.928276,-0.377098,1
0.423105,-0.116851,2
0.657126,-0.742144,1
0.067554,-1.001136,1
0.473067,-0.235262,2
0.135439,-1.044502,1
0.440699,-0.860758,1
0.387634,-0.372417,2
0.337669,-0.346378,2
0.056154,-1.062517,1
0.415657,-0.231360,2
0.473799,-0.012897,2
0.250487,-0.370804,2
0.438723,-0.211615,2
0.526414,-0.025114,2
0.974255,-0.387135,1
0.796205,-0.562021,1
0.629195,-0.741827,1
0.073070,-0.533904,2
0.966288,-0.140731,1
0.399500,-0.293328,2
0.804946,-0.559027,1
0.321142,-0.373188,2
0.823848,-0.652067,1
0.337051,-0.370819,2
0.538737,-0.874804,1
0.700709,-0.698085,1
0.482531,-0.024322,2
0.241298,-0.893292,1
0.257875,-0.544659,2
0.854320,-0.592213,1
0.156159,-0.495250,2
0.751611,-0.648192,1
0.405021,-0.333327,2
0.191885,-0.408531,2
0.502572,-0.021620,2
0.912551,-0.097251,1
0.593714,-0.834447,1
0.191186,-0.400829,2
0.038132,-0.963482,1
0.346807,-0.396662,2
0.366740,-0.951884,1
0.100762,-0.401652,2
0.967636,-0.127717,1
0.994605,-0.239247,1
0.365505,-0.424276,2
0.788283,-0.514210,1
0.398989,-0.020814,2
0.070016,-0.482147,2
1.077081,-0.061737,1
0.093008,-0.536398,2
0.804108,-0.371153,1
0.497552,-0.918095,1
0.414075,-0.299277,2
0.772692,-0.534034,1
0.059953,-0.477318,2
0.203117,-1.004973,1
0.864910,-0.390549,1
0.992316,-0.177011,1
0.497745,-0.331396,2
-0.003575,-0.476775,2
0.946866,-0.247551,1
0.417537,-0.215604,2
0.752162,-0.595546,1
0.641011,-0.706067,1
0.609597,-0.755660,1
0.485291,-0.135861,2
0.328376,-0.319677,2
0.601492,-0.606731,-1
0.485660,-0.091991,2
0.223458,-0.959223,1
0.417274,-0.309205,2
0.473005,-0.303514,2
0.897870,-0.254860,1
1.011949,-0.056399,1
0.075857,-0.976483,1
0.381361,-0.307673,2
0.597474,-0.732412,1
0.275075,-0.435617,2
0.350166,-0.959611,1
0.313856,-0.422021,2
0.232668,-0.406776,2
0.019932,-0.462542,2
0.491433,-0.101326,2
0.038521,-0.411361,2
0.550555,-0.286553,2
0.789766,-0.548253,1
0.239345,-0.521614,2
0.297396,-0.966960,1
0.275279,-0.554074,2
0.510334,-0.241510,2
0.453278,-0.188511,2
0.536450,-0.903200,1
0.193554,-0.961512,1
0.218249,-0.949484,1
0.066330,-0.530257,2
0.481879,-0.031405,2
0.984409,-0.337897,1
0.443183,-0.338746,2
0.864437,-0.506726,1
0.799165,-0.677315,1
0.173229,-0.461460,2
0.931843,-0.052042,1
0.871653,-0.222222,1
0.335597,-0.894069,1
0.638169,-0.702982,1
0.316387,-1.001208,1
0.194318,-0.429676,2
0.548239,-0.017496,2
1.040828,-0.038800,1
0.298975,-0.299093,2
0.822304,-0.613811,1
1.027215,-0.052321,1
0.261298,-0.562607,2
0.263028,-0.484818,2
0.338983,-0.939525,1
0.133885,-1.004007,1
0.913635,-0.354950,1
0.450164,-0.313151,2
0.930602,-0.365839,1
0.638620,-0.740497,1
0.321303,-0.375423,2
0.429876,-0.228017,2
0.975810,-0.260903,1
0.432211,-0.185432,2
0.437472,-0.312223,2
0.208725,-0.426917,2
0.408096,-0.147640,2
0.462953,-0.175926,2
0.654250,-0.858586,1
0.425056,-0.503880,2
0.312627,-0.263870,2
0.214981,-0.951259,1
0.213711,-0.508127,2
1.051450,-0.061924,1
0.475562,-0.111777,2
0.004366,-0.515418,2
0.588602,-0.044946,2
0.893864,-0.327576,1
0.477653,-0.105917,2
0.443525,-0.343668,2
0.480765,-0.179831,2
0.048958,-0.539977,2
1.033912,-0.086889,1
0.921921,-0.517874,1
0.246321,-0.437220,2
0.324127,-0.367801,2
0.087321,-0.515324,2
0.660695,-0.782778,1
1.037652,-0.168570,1
0.947221,-0.271366,1
0.585320,-0.831260,1
0.477389,-0.086852,2
0.279524,-0.975039,1
0.025691,-0.587674,2
0.544956,-0.711907,1
-0.010139,-0.523928,2
0.930362,-0.222706,1
0.106808,-0.994059,1
0.495722,-0.220728,2
0.476152,-0.229372,2
0.455326,-0.158063,2
0.184013,-0.428070,2
0.726508,-0.499913,1
0.184441,-0.442604,2
0.988501,-0.179806,1
0.371728,-0.468870,2
0.090662,-0.609848,2
0.144804,-0.966529,1
-0.002105,-0.405016,2
0.282826,-0.374936,2
0.478081,-0.405727,2
0.283623,-0.501366,2
0.157102,-1.072512,1
0.039969,-0.580511,2
0.376823,-1.051784,1
0.338229,-0.900883,1
0.993279,-0.161148,1
0.797977,-0.668119,1
0.477208,-0.192550,2
0.374983,-0.347343,2
0.475118,-0.325059,2
0.095194,-0.439335,2
0.295853,-0.292071,2
0.384364,-0.253475,2
0.196535,-0.959373,1
0.838002,-0.575279,1
0.674223,-0.850136,1
1.009429,-0.024040,1
0.381713,-0.204162,2
0.351222,-0.211076,2
0.513606,-0.910871,1
0.452015,-0.125497,2
0.759359,-0.705596,1
1.012141,-0.061168,1
1.065442,-0.016397,1
0.367081,-0.939692,1
0.410620,-0.296433,2
0.329795,-0.404951,2
0.456602,-0.228338,2
0.227380,-0.930732,1
0.593318,-0.080939,2
0.276345,-0.496649,2
0.348901,-0.937966,1
0.703420,-0.740137,1
0.156394,-1.015732,1
0.334046,-0.460129,2
0.712541,-0.637185,1
0.477222,-0.118351,2
0.873513,-0.093362,1
0.748491,-0.680781,1
0.236596,-0.452090,2
0.618027,-0.768804,1
0.328192,-0.383550,2
0.100811,-0.435524,2
0.579955,-0.090354,2
0.074290,-0.433835,2
0.481289,-0.160233,2
0.721506,-0.745140,1
0.319605,-0.247124,2
0.415221,-0.124523,2
0.328278,-0.351719,2
0.147282,-0.441388,2
0.999889,-0.170371,1
1.029400,-0.092753,1
0.899243,-0.236323,1
0.433487,-0.033264,2
0.271750,-0.504593,2
0.451975,-0.842419,1
0.654148,-0.832407,1
0.821107,-0.282431,1
0.504368,-0.809295,1
0.406093,-0.043856,2
0.940367,-0.443570,1
0.507207,-0.917038,1
0.361815,-0.346822,2
0.477131,-0.211651,2
0.248373,-0.964705,1
0.470540,-0.196115,2
0.478587,-0.258187,2
-0.004479,-0.531637,2
0.365076,-0.354515,2
0.869339,-0.241774,1
0.233652,-1.018333,1
-0.012588,-0.489241,2
0.893163,-0.356982,1
0.756676,-0.615009,1
0.758732,-0.547268,1
0.171656,-0.345688,2
0.180343,-0.464215,2
0.248267,-1.053212,1
0.218353,-0.972947,1
0.160138,-0.431313,2
0.553140,-0.189964,2
0.884328,-0.230516,1
0.509401,-0.150882,2
0.440486,-0.272860,2
0.117514,-0.935023,1
0.423762,-0.858378,1
0.502909,-0.173376,2
0.158029,-0.482228,2
0.235059,-0.989451,1
0.956372,-0.181020,1
0.328858,-0.253099,2
0.322565,-0.252400,2
0.957850,-0.169432,1
0.429939,-0.075305,2
0.990337,-0.166434,1
0.527610,-0.223867,2
0.942646,-0.439239,1
0.362880,-0.318616,2
0.468796,-0.065557,2
0.348261,-0.841238,1
0.422155,-0.279695,2
0.215958,-0.508229,2
0.420670,-0.078553,2
0.089355,-0.954384,1
0.750778,-0.581648,1
0.079570,-0.472470,2
0.462543,-0.156717,2
0.513677,-0.039182,2
0.443035,-0.311332,2
0.902501,-0.444860,1
0.243388,-1.010174,1
0.345732,-0.433338,2
0.572796,-0.172648,2
0.700688,-0.652875,1
0.056683,-0.974706,1
0.472616,-0.026900,2
0.139070,-0.425456,2
0.438289,-0.109345,2
0.460081,-0.809073,1
0.412125,-0.027018,2
0.843596,-0.508828,1
0.980256,-0.017299,1
0.497377,-0.173226,2
0.181002,-0.358638,2
0.433173,-0.139815,2
1.146360,-0.100481,1
0.284885,-0.406452,2
0.466960,-0.092578,2
0.140910,-0.570356,2
0.551813,-0.124946,2
0.364053,-0.363659,2
0.515175,-0.059019,2
0.129634,-0.521100,2
0.882964,-0.564932,1
0.594316,-0.666920,1
0.478053,-0.870165,1
0.130183,-1.007909,1
0.989721,-0.096934,1
0.083375,-1.022025,1
0.442997,-0.157737,2
0.366839,-0.257486,2
0.873594,-0.461878,1
0.525982,-0.801084,1
0.986856,-0.069766,1
0.527241,-0.887851,1
0.463368,-0.071753,2
0.023844,-0.991627,1
0.897230,-0.431444,1
0.367027,-0.298841,2
0.455987,-0.204770,2
0.538383,-0.699554,1
0.393083,-0.371486,2
0.053320,-0.506849,2
1.073511,-0.062514,1
0.259078,-0.380347,2
0.174734,-0.323901,2
0.851689,-0.650945,1
0.450585,-0.132570,2
0.913033,-0.358295,1
0.530673,-0.889546,1
0.397859,-0.060797,2
0.112826,-0.479927,2
0.113664,-0.953525,1
0.339698,-0.954633,1
0.068686,-0.438799,2
0.425187,-0.102151,2
0.514640,-0.889857,1
0.590917,-0.829859,1
0.081681,-0.580807,2
0.146613,-0.941891,1
0.283175,-0.364823,2
0.308119,-0.958685,1
1.037118,-0.089077,1
0.080166,-0.445519,2
0.983471,-0.362660,1
-0.001200,-0.370120,2
0.448353,-0.156641,2
0.102324,-0.441229,2
0.509296,-0.251753,2
0.252254,-0.391483,2
0.523494,-0.118956,2
0.416833,-0.234816,2
0.726641,-0.704826,1
0.378629,-0.306076,2
0.552005,-0.696302,1
0.289193,-0.374015,2
0.482339,-0.877631,1
0.418876,-0.312633,2
0.527343,-0.817344,1
0.028420,-0.500084,2
0.716611,-0.719934,1
0.864934,-0.441828,1
0.523343,-0.057281,2
0.485534,-0.280647,2
0.857970,-0.561422,1
0.234693,-0.968751,1
0.305561,-0.961028,1
0.361418,-0.107597,2
0.412632,-0.334314,2
0.341458,-0.384033,2
0.089689,-0.530549,2
0.952228,-0.109666,1
0.982055,-0.163085,1
0.915519,-0.030824,1
0.187999,-0.483078,2
0.502015,-0.205967,2
0.383552,-0.241689,2
0.694048,-0.740275,1
0.660548,-0.757312,1
0.916405,-0.465155,1
0.808514,-0.479305,1
0.254738,-1.040441,1
0.157448,-0.554360,2
0.861179,-0.366238,1
0.009897,-0.482462,2
0.115871,-0.483121,2
0.820937,-0.494093,1
0.802323,-0.562205,1
0.972513,-0.272491,1
0.732201,-0.685096,1
0.553262,-0.109701,2
0.256691,-0.447532,2
0.369115,-0.961438,1
0.081793,-0.545011,2
0.737585,-0.659375,1
0.427545,-0.180033,2
1.065593,-0.015896,1
0.822896,-0.583736,1
0.013981,-1.078352,1
0.119991,-0.447617,2
0.113221,-0.493326,2
0.492099,-0.297220,2
0.388948,-0.262586,2
0.988935,-0.276079,1
0.497231,-0.851508,1
0.228220,-0.382422,2
0.868731,-0.423955,1
1.033983,-0.051087,1
0.404857,-0.309904,2
0.225472,-0.427840,2
0.986266,-0.369800,1
0.212799,-0.455169,2
0.129209,-1.031579,1
0.691329,-0.771738,1
0.893576,-0.449999,1
0.191539,-0.378721,2
0.285355,-0.452723,2
0.985471,-0.245220,1
0.135417,-0.498733,2
0.411781,-0.883600,1
0.840741,-0.450317,1
0.975285,-0.436688,1
0.667540,-0.777750,1
0.427304,-0.302188,2
0.025907,-0.483797,2
0.530937,-0.205891,2
0.097074,-0.431314,2
0.309151,-0.433693,2
0.575790,-0.008089,2
0.403680,-0.331638,2
0.548659,-0.090983,2
0.130921,-0.953002,1
0.308645,-0.358954,2
0.469352,-0.868798,1
